"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id"
"166","60166","Monterey & 3rd","","37.127623329999999","-121.65228949999999","1"
"209","60209","Main & Monterey","","37.130709520000003","-121.6539034","1"
"210","60210","Main & Calle Mazatan","","37.13378402","-121.6499489","1"
"211","60211","Main & Grand Prix","","37.13582048","-121.6473742","1"
"212","60212","Main & Carriage Lamp","","37.138009920000002","-121.6446033","1"
"213","60213","Main & Serene","","37.139360449999998","-121.64288759999999","1"
"214","60214","Live Oak High School","","37.146688070000003","-121.6336666","1"
"215","60215","Mission View & Mission Avenida","","37.155953789999998","-121.646518","1"
"216","60216","Cochrane & Sutter","","37.149749489999998","-121.6577291","1"
"217","60217","Cochrane & Cochrane Circle","","37.145872789999999","-121.66387210000001","1"
"218","60218","Peebles & Monterey","","37.151340449999999","-121.6704543","1"
"219","60219","Peebles & Calle Moniz","","37.157289730000002","-121.66102309999999","1"
"220","60220","Freeway Vista & Burnett","","37.161914189999997","-121.6635883","1"
"221","60221","Mobile Home Estates","","37.155780190000002","-121.67205629999999","1"
"222","60222","Cochrane & Cochrane Circle","","37.145801290000001","-121.663541","1"
"223","60223","Cochrane & Butterfield","","37.146816800000003","-121.6618579","1"
"224","60224","Cochrane & Sutter","","37.150042970000001","-121.6567636","1"
"225","60225","Mission View & Cochrane","","37.154400529999997","-121.6452809","1"
"226","60226","Half & Mission View","","37.151128290000003","-121.6379871","1"
"227","60227","Main & Elm","","37.148849230000003","-121.63109729999999","1"
"228","60228","Live Oak High School","","37.146640290000001","-121.6339816","1"
"229","60229","Main & Laurel","","37.139681709999998","-121.6427369","1"
"230","60230","Main & Carriage Lamp","","37.137850120000003","-121.6451189","1"
"231","60231","Main & Grand Prix","","37.136277870000001","-121.6471129","1"
"232","60232","Main & Calle Mazatan","","37.13390467","-121.65012040000001","1"
"233","60233","Gilroy Caltrain","","37.003892829999998","-121.56679269999999","1"
"236","60236","10th & Alexander","","37.001155249999996","-121.5623186","1"
"240","60240","Kaiser Gilroy","","37.013440699999997","-121.56103950000001","1"
"242","60242","Arroyo & Camino Arroyo","","37.021431339999999","-121.5621558","1"
"243","60243","San Ysidro & Leavesley","","37.024425579999999","-121.5655091","1"
"244","60244","San Ysidro & Las Animas","","37.028010299999998","-121.5676174","1"
"245","60245","Saint Louise Regional Hospital","","37.036959500000002","-121.57186609999999","1"
"246","60246","San Ysidro & Las Animas","","37.027227480000001","-121.5674645","1"
"247","60247","San Ysidro & Leavesley","","37.024577299999997","-121.5658696","1"
"255","60255","6th & Eigelberry","","37.006535999999997","-121.569772","1"
"256","60256","Gilroy Caltrain","","37.003592670000003","-121.5664639","1"
"257","60257","6th & Church","","37.006049750000003","-121.5714048","1"
"258","60258","6th & Hanna","","37.005335459999998","-121.5739195","1"
"259","60259","6th & Carmel","","37.004655309999997","-121.5762665","1"
"260","60260","6th & Miller","","37.003098569999999","-121.5815486","1"
"265","60265","Wren & Perrelli","","37.004754949999999","-121.586403","1"
"266","60266","Wren & 3rd","","37.008408539999998","-121.5868387","1"
"267","60267","Monte Bello & Wren","","37.010474469999998","-121.5891601","1"
"268","60268","Monte Bello & Santa Barbara","","37.010504990000001","-121.5917197","1"
"278","60278","Monterey & Farrell","","37.031292350000001","-121.5810881","1"
"279","60279","Monterey & Las Animas","","37.028850859999999","-121.5798047","1"
"286","60286","Wren & 3rd","","37.007834160000002","-121.58683139999999","1"
"287","60287","Wren & Byers","","37.005161190000003","-121.5865809","1"
"293","60293","6th & Princevalle","","37.004359229999999","-121.5767817","1"
"294","60294","6th & Hanna","","37.005259350000003","-121.5737342","1"
"295","60295","6th & Rosanna","","37.005742189999999","-121.5721061","1"
"296","60296","Gilroy Caltrain","","37.003743399999998","-121.5667206","1"
"299","60299","1st & Wren","","37.013673339999997","-121.58774680000001","1"
"300","60300","1st & Kern","","37.013707279999998","-121.5906519","1"
"318","60318","1ST & KERN","","37.013469999999998","-121.590504","1"
"322","60322","6th & Miller","","37.00295741","-121.581609","1"
"327","60327","El Camino and Stanford Shopping Center","","37.444098140000001","-122.16837649999999","1"
"328","60328","Palo Alto Transit Center (Bay 10)","","37.443750049999998","-122.1657627","1"
"329","60329","El Camino & Palm","","37.439112540000004","-122.16239419999999","1"
"330","60330","El Camino & Galvez","","37.436861200000003","-122.1598211","1"
"331","60331","El Camino & Sam McDonald","","37.434624999999997","-122.157257","1"
"332","60332","El Camino & Churchill","","37.43222651","-122.15456450000001","1"
"333","60333","El Camino & Serra","","37.429590349999998","-122.1515251","1"
"334","60334","El Camino & Oxford","","37.426744999999997","-122.1482992","1"
"335","60335","El Camino & California","","37.42478741","-122.145651","1"
"336","60336","El Camino & Page Mill","","37.422582509999998","-122.14147579999999","1"
"337","60337","El Camino & Hansen","","37.420570320000003","-122.1376032","1"
"338","60338","El Camino & Matadero","","37.418909300000003","-122.1343608","1"
"339","60339","El Camino & Barron","","37.417755509999999","-122.1321688","1"
"340","60340","El Camino & Los Robles","","37.416091229999999","-122.12899400000001","1"
"341","60341","El Camino & Vista","","37.414120400000002","-122.1265306","1"
"342","60342","El Camino & Maybell","","37.412050520000001","-122.12484360000001","1"
"343","60343","El Camino & Arastradero","","37.409657549999999","-122.1229137","1"
"344","60344","El Camino & Tamarack","","37.40636748","-122.12024700000001","1"
"345","60345","El Camino & Los Altos","","37.40425484","-122.1179764","1"
"346","60346","El Camino & San Antonio","","37.400917939999999","-122.1132783","1"
"347","60347","El Camino & Showers","","37.399330759999998","-122.11031970000001","1"
"348","60348","El Camino & Jordan","","37.398204620000001","-122.1078296","1"
"349","60349","El Camino & Distel","","37.396789040000002","-122.1046264","1"
"350","60350","El Camino & Rengstorff","","37.395437280000003","-122.1015553","1"
"351","60351","El Camino & Clark","","37.39362217","-122.0974882","1"
"352","60352","El Camino & El Monte","","37.391509579999997","-122.09514040000001","1"
"353","60353","El Camino & Pettis","","37.389463360000001","-122.09173749999999","1"
"354","60354","El Camino & Miramonte","","37.38732495","-122.0874044","1"
"355","60355","El Camino & Castro","","37.385072260000001","-122.0829207","1"
"356","60356","El Camino & Bonita","","37.383656500000001","-122.08000269999999","1"
"357","60357","El Camino & Phyllis","","37.382229799999998","-122.077116","1"
"358","60358","El Camino & Bay","","37.380872109999999","-122.07439669999999","1"
"359","60359","El Camino & Yuba","","37.379596880000001","-122.07153889999999","1"
"360","60360","El Camino & Americana","","37.376263999999999","-122.0628956","1"
"361","60361","El Camino & Knickerbocker","","37.374159570000003","-122.05751359999999","1"
"362","60362","El Camino & Grape","","37.372600370000001","-122.0523417","1"
"363","60363","El Camino & Mary","","37.371511320000003","-122.0475476","1"
"364","60364","El Camino & Hollenbeck","","37.370141660000002","-122.04167959999999","1"
"365","60365","El Camino & Mathilda","","37.368774879999997","-122.0361176","1"
"366","60366","El Camino & Sunnyvale-Saratoga","","37.366801879999997","-122.03131","1"
"367","60367","El Camino & Cezanne","","37.364502979999997","-122.0285291","1"
"368","60368","El Camino & Remington","","37.36101412","-122.02432229999999","1"
"369","60369","El Camino & Maria","","37.355394699999998","-122.0175143","1"
"370","60370","El Camino & Wolfe","","37.35260761","-122.0133989","1"
"371","60371","El Camino & Poplar","","37.352064990000002","-122.0074225","1"
"372","60372","El Camino & Henderson","","37.352068439999996","-122.0045413","1"
"373","60373","El Camino & Halford","","37.352122459999997","-121.9985738","1"
"374","60374","El Camino & Flora Vista","","37.35222023","-121.9925331","1"
"375","60375","El Camino & Pomeroy","","37.352233679999998","-121.98623689999999","1"
"376","60376","El Camino & Calabazas","","37.352232880000003","-121.9831396","1"
"377","60377","El Camino & Alpine","","37.352233179999999","-121.9807941","1"
"378","60378","El Camino & Kiely","","37.352199239999997","-121.97638790000001","1"
"379","60379","El Camino & Bowe","","37.352230970000001","-121.9731706","1"
"380","60380","El Camino & San Tomas","","37.352251451376198","-121.967374384403","1"
"381","60381","El Camino & Los Padres","","37.352232999999998","-121.96453529999999","1"
"382","60382","El Camino & McCormick","","37.352226430000002","-121.96097880000001","1"
"383","60383","El Camino & Scott","","37.35222314","-121.9586339","1"
"384","60384","El Camino & Jefferson","","37.352267689999998","-121.95335780000001","1"
"386","60386","Monroe & Harrison","","37.351083090000003","-121.9496353","1"
"387","60387","Monroe & Franklin","","37.348645249999997","-121.9482757","1"
"388","60388","Homestead & Main","","37.348251259999998","-121.94541940000001","1"
"391","60391","Benton & Sherman","","37.352717339999998","-121.9392569","1"
"392","60392","Santa Clara Transit Center","","37.352539270000001","-121.9367592","1"
"393","60393","El Camino & Bellomy","","37.349268299999999","-121.9329753","1"
"394","60394","El Camino & Bellomy","","37.347194420000001","-121.9330752","1"
"395","60395","El Camino & The Alameda","","37.344850889999996","-121.9333847","1"
"396","60396","The Alameda & Idaho","","37.343954699999998","-121.93053430000001","1"
"397","60397","The Alameda & Newhall","","37.343429229999998","-121.9288158","1"
"398","60398","The Alameda & McKendrie","","37.341444129999999","-121.9240077","1"
"399","60399","The Alameda & University","","37.339823709999997","-121.9220753","1"
"400","60400","The Alameda & Naglee","","37.337683699999999","-121.9195697","1"
"401","60401","The Alameda & Fremont","","37.335292819999999","-121.91668249999999","1"
"402","60402","The Alameda & Hester","","37.333741490000001","-121.9148077","1"
"403","60403","The Alameda & Hanchett","","37.33238352","-121.9131604","1"
"404","60404","The Alameda & Keeble","","37.331490039999998","-121.9097689","1"
"405","60405","The Alameda & Cleaves","","37.331600399999999","-121.907298","1"
"406","60406","The Alameda & Bush","","37.331714990000002","-121.90495420000001","1"
"408","60408","Santa Clara & Montgomery","","37.331855179999998","-121.90162359999999","1"
"409","60409","Santa Clara & Delmas","","37.331945400000002","-121.8995199","1"
"410","60410","Santa Clara & Almaden Boulevard","","37.333960130000001","-121.8949482","1"
"411","60411","Santa Clara & Almaden Avenue","","37.334637669999999","-121.89357769999999","1"
"412","60412","Santa Clara & 1st","","37.336370219999999","-121.8899953","1"
"413","60413","Santa Clara & 6th","","37.338507999999997","-121.885378","1"
"414","60414","Santa Clara & 7th","","37.339020439999999","-121.8843652","1"
"415","60415","Santa Clara & 11th","","37.341370650000002","-121.8793982","1"
"416","60416","Santa Clara & 13th","","37.342136840000002","-121.87776359999999","1"
"417","60417","Santa Clara & 15th","","37.342959630000003","-121.87603609999999","1"
"418","60418","Santa Clara & 17th","","37.343704119999998","-121.8744753","1"
"419","60419","Santa Clara & 21st","","37.345514119999997","-121.8707239","1"
"420","60420","Santa Clara & 24th","","37.346887000000002","-121.867862","1"
"421","60421","Santa Clara & 28th","","37.348499539999999","-121.8643854","1"
"422","60422","Alum Rock & 33rd","","37.350947150000003","-121.8592218","1"
"425","60425","King & Waverly","","37.326115889999997","-121.82945479999999","1"
"426","60426","Alum Rock & King","","37.352627269999999","-121.8561979","1"
"428","60428","Alum Rock & 33rd","","37.35133124","-121.85890620000001","1"
"429","60429","Santa Clara & 28th","","37.348963660000003","-121.8638747","1"
"430","60430","Santa Clara & 26th","","37.347843490000002","-121.86622850000001","1"
"431","60431","Santa Clara & 24th","","37.346982490000002","-121.8680196","1"
"432","60432","Santa Clara & 22nd","","37.346374230000002","-121.8693128","1"
"433","60433","Santa Clara & 20th","","37.345072180000003","-121.8721223","1"
"434","60434","Santa Clara & 17th","","37.343827949999998","-121.87470980000001","1"
"435","60435","Santa Clara & 14th","","37.342507580000003","-121.877469","1"
"436","60436","Santa Clara & 13th","","37.342032359999997","-121.8785079","1"
"437","60437","Santa Clara & 11th","","37.341154549999999","-121.88037129999999","1"
"438","60438","Santa Clara & 7th","","37.33937882","-121.88411120000001","1"
"439","60439","Santa Clara & 5th","","37.338318000000001","-121.886197","1"
"440","60440","Santa Clara & 1st","","37.336438000000001","-121.890221","1"
"441","60441","Santa Clara & Market","","37.335406589999998","-121.89237249999999","1"
"442","60442","Santa Clara & Almaden Avenue","","37.334530829999999","-121.894206","1"
"443","60443","Santa Clara & Almaden Boulevard","","37.333742999999998","-121.895747","1"
"444","60444","Santa Clara & Delmas","","37.332368889999998","-121.89886009999999","1"
"445","60445","Santa Clara & Cahill","","37.332077640000001","-121.9017197","1"
"446","60446","The Alameda & Bush","","37.331943019999997","-121.9045934","1"
"447","60447","The Alameda & Rhodes","","37.331818339999998","-121.9070881","1"
"448","60448","The Alameda & Morrison","","37.33172295","-121.9089132","1"
"449","60449","The Alameda & Julian","","37.331920529999998","-121.91222740000001","1"
"450","60450","The Alameda & Hester","","37.333762970000002","-121.91449","1"
"451","60451","The Alameda & Schiele","","37.33533181","-121.9163539","1"
"452","60452","The Alameda & Taylor","","37.337908650000003","-121.9194459","1"
"453","60453","The Alameda & University","","37.340088850000001","-121.9220687","1"
"454","60454","The Alameda & McKendrie","","37.3416918","-121.92397130000001","1"
"455","60455","The Alameda & Newhall","","37.343467009999998","-121.9282322","1"
"456","60456","The Alameda & Morris","","37.344140869999997","-121.93043059999999","1"
"457","60457","The Alameda & Portola","","37.344724100000001","-121.9324495","1"
"458","60458","El Camino & The Alameda","","37.34755672","-121.9324597","1"
"459","60459","El Camino & Campbell","","37.350101870000003","-121.9337865","1"
"460","60460","Santa Clara Transit Center","","37.352567299999997","-121.9376127","1"
"461","60461","Benton & El Camino","","37.352804050000003","-121.9394345","1"
"462","60462","Lafayette & Franklin","","37.34993094","-121.9433832","1"
"463","60463","Homestead & Main","","37.348554800000002","-121.9450779","1"
"464","60464","Monroe & Franklin","","37.348568659999998","-121.948044","1"
"465","60465","Monroe & Fremont","","37.350634980000002","-121.9492346","1"
"466","60466","El Camino & Monroe","","37.353139339999998","-121.95124610000001","1"
"467","60467","El Camino & Lincoln","","37.352519229999999","-121.95554300000001","1"
"468","60468","El Camino & Scott","","37.352513260000002","-121.96050839999999","1"
"469","60469","El Camino & Los Padres","","37.352516059999999","-121.9653577","1"
"470","60470","El Camino & San Tomas","","37.352515629999999","-121.9694796","1"
"471","60471","El Camino & Bowe","","37.352517390000003","-121.97343669999999","1"
"472","60472","El Camino & Bowers","","37.352519729999997","-121.9766181","1"
"473","60473","El Camino & Alpine","","37.352517829999996","-121.9803568","1"
"474","60474","El Camino & Calabazas","","37.352531319999997","-121.98474969999999","1"
"475","60475","El Camino & Pomeroy","","37.352564880000003","-121.9871563","1"
"476","60476","El Camino & Flora Vista","","37.352502430000001","-121.99381820000001","1"
"477","60477","El Camino & Lawrence","","37.352475550000001","-121.99816250000001","1"
"478","60478","El Camino & Sycamore","","37.3523742","-122.003152","1"
"479","60479","El Camino & Poplar","","37.352339559999997","-122.00785810000001","1"
"480","60480","El Camino & Wolfe","","37.353773879999999","-122.0149768","1"
"481","60481","El Camino & Maria","","37.356205610000004","-122.0180276","1"
"482","60482","El Camino & Fair Oaks","","37.36252064","-122.0256593","1"
"483","60483","El Camino & Cezanne","","37.364829819999997","-122.02844","1"
"484","60484","El Camino & Sunnyvale","","37.367079869999998","-122.0311645","1"
"485","60485","El Camino & Mathilda","","37.369421180000003","-122.0376474","1"
"486","60486","El Camino & Pastoria","","37.37036492","-122.04138039999999","1"
"487","60487","El Camino & Mary","","37.372090849999999","-122.04895260000001","1"
"488","60488","El Camino & Grape","","37.373129239999997","-122.0531557","1"
"489","60489","El Camino & Bernardo","","37.374223579999999","-122.05683209999999","1"
"490","60490","El Camino & Sylvan","","37.376332570000002","-122.0622755","1"
"491","60491","El Camino & Mountain View-Alviso","","37.380771699999997","-122.0735353","1"
"492","60492","El Camino & Calderon","","37.38263517","-122.0772827","1"
"493","60493","El Camino & Bush","","37.384453700000002","-122.0809672","1"
"494","60494","El Camino & Castro","","37.386200530000004","-122.08448970000001","1"
"495","60495","El Camino & Shoreline","","37.388346550000001","-122.0888121","1"
"496","60496","El Camino & Mariposa","","37.389944999999997","-122.092089","1"
"497","60497","El Camino & Escuela","","37.393443009999999","-122.0966619","1"
"498","60498","El Camino & Rengstorff","","37.39630073","-122.10276","1"
"499","60499","El Camino & Ortega","","37.398090590000002","-122.1068533","1"
"500","60500","El Camino & Showers","","37.399738040000003","-122.1104735","1"
"501","60501","El Camino & San Antonio","","37.401909349999997","-122.1144992","1"
"502","60502","El Camino & Cesano","","37.404606620000003","-122.1179171","1"
"503","60503","El Camino & Tamarack","","37.407506380000001","-122.12077379999999","1"
"504","60504","El Camino & Charleston","","37.411161030000002","-122.1237252","1"
"505","60505","El Camino & El Camino Way","","37.41248066","-122.1247913","1"
"507","60507","El Camino & El Camino Way","","37.41610412","-122.1284426","1"
"508","60508","El Camino & Curtner","","37.417865919999997","-122.1317512","1"
"509","60509","El Camino & Margarita","","37.418967680000002","-122.1338906","1"
"510","60510","El Camino & Portage","","37.421166329999998","-122.13812179999999","1"
"511","60511","El Camino & Page Mill","","37.423430500000002","-122.1423667","1"
"512","60512","El Camino & California","","37.425354230000003","-122.1461073","1"
"513","60513","El Camino & Stanford","","37.428061079999999","-122.149322","1"
"514","60514","El Camino & Park","","37.430257879999999","-122.1518086","1"
"515","60515","El Camino & Churchill","","37.432924329999999","-122.1548962","1"
"516","60516","El Camino & Sam McDonald","","37.434692939999998","-122.15686580000001","1"
"517","60517","El Camino & Embarcadero","","37.437741219999999","-122.1603582","1"
"518","60518","El Camino & Wells","","37.4399582","-122.1628649","1"
"519","60519","Palo Alto Transit Center (Bay 1)","","37.443771830000003","-122.1660339","1"
"524","60524","Showers & Latham","","37.400247","-122.1091947","1"
"525","60525","San Antonio & El Camino","","37.400724760000003","-122.1141162","1"
"526","60526","San Antonio & Portola","","37.396919539999999","-122.11440109999999","1"
"527","60527","San Antonio & Pine","","37.392004329999999","-122.11428189999999","1"
"528","60528","San Antonio & Yerba Buena","","37.38755029","-122.1142796","1"
"529","60529","San Antonio & Almond","","37.385112200000002","-122.1143151","1"
"530","60530","San Antonio & Edith","","37.382054369999999","-122.11432600000001","1"
"531","60531","San Antonio & Hillview","","37.379685569999999","-122.1142771","1"
"532","60532","San Antonio & Whitney","","37.377803499999999","-122.1142935","1"
"533","60533","San Antonio & Lyell","","37.375942000000002","-122.114328","1"
"534","60534","El Monte & University","","37.369041920000001","-122.1123394","1"
"535","60535","El Monte & Bay Tree","","37.365205269999997","-122.1160045","1"
"536","60536","El Monte & Voorhees","","37.363048339999999","-122.1182185","1"
"538","60538","Foothill College Loop at Planetarium","","37.361408529999999","-122.13093790000001","1"
"540","60540","El Monte & Stonebrook","","37.359558010000001","-122.1221771","1"
"541","60541","El Monte & Voorhees","","37.363290390000003","-122.117577","1"
"542","60542","El Monte & Summerhill","","37.365833250000001","-122.1151419","1"
"543","60543","El Monte & University","","37.36863314","-122.1124591","1"
"552","60552","Grant & Thurston","","37.34844803","-122.07785749999999","1"
"553","60553","Grant Road & Grant Avenue","","37.34557195","-122.0775048","1"
"554","60554","Grant @ Library","","37.344033400000001","-122.07575249999999","1"
"555","60555","Grant & Arboretum","","37.341138200000003","-122.07192999999999","1"
"556","60556","Grant & Homestead","","37.338388539999997","-122.0684471","1"
"557","60557","Foothill & Cristo Rey","","37.331101480000001","-122.0692665","1"
"558","60558","Foothill & Alpine","","37.327931470000003","-122.0693091","1"
"560","60560","Stevens Creek & Foothill","","37.321853840000003","-122.0680754","1"
"561","60561","Stevens Creek & Phar Lap","","37.322917670000002","-122.05989150000001","1"
"562","60562","Stevens Creek & Pasadena","","37.322793590000003","-122.0541369","1"
"563","60563","Stevens Creek & Bubb","","37.322730919999998","-122.05152510000001","1"
"564","60564","Stevens Creek & Mary","","37.322743809999999","-122.0454658","1"
"565","60565","Stevens Creek & Stelling","","37.322735520000002","-122.04093330000001","1"
"566","60566","Stevens Creek & Bandley","","37.322728150000003","-122.03421059999999","1"
"567","60567","Stevens Creek & De Anza","","37.322734169999997","-122.03147300000001","1"
"568","60568","Stevens Creek & Torre","","37.322755749999999","-122.0270129","1"
"569","60569","Stevens Creek & Blaney","","37.32279861","-122.0223981","1"
"570","60570","Stevens Creek & Portal","","37.322812409999997","-122.0192692","1"
"571","60571","Stevens Creek & Miller","","37.322808879999997","-122.0137165","1"
"572","60572","Stevens Creek & Finch","","37.322841709999999","-122.0096388","1"
"573","60573","Stevens Creek & Tantau","","37.322898840000001","-122.006167","1"
"574","60574","Stevens Creek & Stern","","37.322872340000004","-122.00299200000001","1"
"575","60575","Stevens Creek & Interstate 280","","37.322880490000003","-121.99743580000001","1"
"576","60576","Stevens Creek & Loma Linda","","37.322919050000003","-121.99275900000001","1"
"577","60577","Stevens Creek & Casa View","","37.322952100000002","-121.9891416","1"
"578","60578","Stevens Creek & Albany","","37.322966579999999","-121.9870083","1"
"579","60579","Stevens Creek & Richfield","","37.322985459999998","-121.98410199999999","1"
"580","60580","Stevens Creek & Palace","","37.322997260000001","-121.9813599","1"
"581","60581","Stevens Creek & Lopina","","37.323009429999999","-121.97920860000001","1"
"582","60582","Stevens Creek & Kiely","","37.323037720000002","-121.97432379999999","1"
"583","60583","Stevens Creek & Saratoga","","37.323075719999999","-121.96901269999999","1"
"584","60584","Stevens Creek & Boynton","","37.323098129999998","-121.9658431","1"
"585","60585","Stevens Creek & Harold","","37.323124249999999","-121.96255859999999","1"
"586","60586","Stevens Creek & Cypress","","37.323139380000001","-121.9593813","1"
"587","60587","Stevens Creek & Henry","","37.32315972","-121.9551759","1"
"588","60588","Stevens Creek & Maplewood","","37.323167830000003","-121.9531295","1"
"589","60589","Valley Fair Transit Center","","37.326777079999999","-121.9478506","1"
"590","60590","Forest & Monroe","","37.326939879999998","-121.9435292","1"
"591","60591","Forest & Di Salvo","","37.326967250000003","-121.9367955","1"
"593","60593","Stevens Creek & Bradley","","37.323286279999998","-121.9335682","1"
"594","60594","San Carlos & Bascom","","37.323285830000003","-121.93115709999999","1"
"595","60595","San Carlos & Arleta","","37.323291879999999","-121.92960069999999","1"
"596","60596","San Carlos & Leland","","37.323310040000003","-121.9263703","1"
"597","60597","San Carlos & Leigh","","37.323326790000003","-121.923171","1"
"598","60598","San Carlos & Buena Vista","","37.323341640000002","-121.9193121","1"
"599","60599","San Carlos & Willard","","37.323356279999999","-121.91701279999999","1"
"600","60600","San Carlos & Grand","","37.323366589999999","-121.9125307","1"
"601","60601","San Carlos & Lincoln","","37.323531430000003","-121.90828569999999","1"
"602","60602","San Carlos & Sunol","","37.323626699999998","-121.90582310000001","1"
"603","60603","San Carlos & Bird","","37.324857799999997","-121.8998544","1"
